Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
7582,137.08,2085,3,Male,Male-Dark,Police Cap,,Muttonchops,,,Vape,,,
7583,99.49,5447,3,Male,Male-Dark,Stringy Hair,Small Shades,Mustache,,,,,,
7584,76.01,8307,2,Male,Male-Mid,Frumpy Hair,3D Glasses,,,,,,,
7585,147.56,1543,4,Male,Male-Light,Cowboy Hat,Big Shades,Normal Beard Black,,,,,,Earring
7586,92.41,6277,4,Female,Female-Mid,Frumpy Hair,Classic Shades,,,,Cigarette,Purple Lipstick,,
7587,115.53,3765,3,Female,Female-Dark,Tassle Hat,Eye Mask,,,,,,,Earring
7588,137.15,2081,1,Male,Male-Albino,,,,,,,Frown,,
7589,105.11,4875,2,Female,Female-Light,Dark Hair,Horned Rim Glasses,,,,,,,
7590,118.95,3455,2,Female,Female-Albino,Mohawk,,,,,Medical Mask,,,
7591,86.89,6847,3,Male,Male-Dark,Mohawk,,,,,,Smile,,Earring
7592,125.01,2895,3,Male,Male-Mid,Cowboy Hat,,Muttonchops,,,,,,Earring
7593,141.7,1814,3,Female,Female-Dark,Half Shaved,Purple Eye Shadow,,,,,Hot Lipstick,,
7594,86.51,6892,2,Female,Female-Albino,Mohawk Thin,Clown Eyes Blue,,,,,,,
7595,95.57,5890,3,Male,Male-Light,Frumpy Hair,Eye Patch,Luxurious Beard,,,,,,
7596,120.94,3309,2,Male,Male-Light,Clown Hair Green,3D Glasses,,,,,,,
7597,95.69,5869,3,Male,Male-Dark,Cap,Nerd Glasses,Muttonchops,,,,,,
7598,57.91,9835,2,Male,Male-Mid,Bandana,Horned Rim Glasses,,,,,,,
7599,72.98,8623,3,Male,Male-Albino,Wild Hair,Big Shades,,,,,,,Earring
7600,134.38,2230,3,Male,Male-Light,Purple Hair,Regular Shades,,,,,Frown,,
7601,230.93,377,2,Female,Female-Dark,Tiara,Clown Eyes Blue,,,,,,,
7602,294.39,154,5,Male,Male-Mid,Peak Spike,,Luxurious Beard,Rosy Cheeks,,Vape,Frown,,
7603,81.62,7472,2,Female,Female-Mid,Crazy Hair,3D Glasses,,,,,,,
7604,61.28,9600,2,Female,Female-Dark,Messy Hair,,,,,,Purple Lipstick,,
7605,98.23,5561,2,Male,Male-Mid,Fedora,Clown Eyes Blue,,,,,,,
7606,160.58,1173,4,Female,Female-Light,Wild Blonde,Classic Shades,,,,Pipe,Purple Lipstick,,
7607,171.7,922,2,Male,Male-Mid,Knitted Cap,,,,,,Buck Teeth,,
7608,79.79,7668,2,Male,Male-Dark,Mohawk Dark,,Front Beard,,,,,,
7609,63.14,9386,3,Male,Male-Mid,Knitted Cap,Big Shades,,,,,,,Earring
7610,83.8,7225,3,Female,Female-Mid,Mohawk,Clown Eyes Green,,,,,Hot Lipstick,,
7611,119.21,3431,3,Male,Male-Mid,Mohawk,,Big Beard,,,Cigarette,,,
7612,91.74,6362,2,Male,Male-Mid,Vampire Hair,,,,,,,,Earring
7613,145.76,1618,3,Male,Male-Light,Purple Hair,3D Glasses,Goat,,,,,,
7614,96.32,5790,3,Male,Male-Mid,Mohawk Dark,Horned Rim Glasses,Handlebars,,,,,,
7615,123.08,3096,2,Female,Female-Light,Straight Hair,Eye Mask,,,,,,,
7616,91.92,6342,2,Male,Male-Mid,Cap Forward,Eye Mask,,,,,,,
7617,66.8,9089,2,Female,Female-Light,Crazy Hair,Classic Shades,,,,,,,
7618,252.46,288,5,Male,Male-Dark,Wild Hair,,Luxurious Beard,Spots,,Vape,,,Earring
7619,74.08,8524,2,Male,Male-Albino,Frumpy Hair,Eye Patch,,,,,,,
7620,111.99,4031,3,Male,Male-Light,Cap,VR,,,,Vape,,,
7621,92.58,6253,3,Male,Male-Mid,Frumpy Hair,Big Shades,Luxurious Beard,,,,,,
7622,237.04,348,4,Female,Female-Albino,Dark Hair,Green Eye Shadow,,Spots,,,Black Lipstick,,
7623,147.53,1546,5,Female,Female-Mid,Mohawk Dark,Nerd Glasses,,,,Cigarette,Black Lipstick,,Earring
7624,168.53,975,2,Male,Male-Light,Vampire Hair,,,Spots,,,,,
7625,95.91,5842,4,Male,Male-Light,Mohawk Thin,Big Shades,Shadow Beard,Mole,,,,,
7626,126.44,2773,4,Female,Female-Dark,Mohawk Thin,Purple Eye Shadow,,,,Vape,,,Earring
7627,77.29,8076,4,Male,Male-Mid,Mohawk,,Shadow Beard,,,Cigarette,,,Earring
7628,90.15,6551,3,Male,Male-Dark,Messy Hair,Horned Rim Glasses,Muttonchops,,,,,,
7629,163.69,1097,4,Male,Male-Mid,Top Hat,Regular Shades,Goat,,,,,,Earring
7630,174.7,878,4,Male,Male-Light,Top Hat,Nerd Glasses,Mustache,Mole,,,,,
7631,76.96,8144,4,Female,Female-Light,Stringy Hair,,,,,Cigarette,Purple Lipstick,,Earring
7632,72.61,8652,2,Male,Male-Albino,Crazy Hair,Big Shades,,,,,,,
7633,73.37,8584,2,Male,Male-Dark,Cap,Clown Eyes Blue,,,,,,,
7634,132.94,2303,4,Male,Male-Mid,Fedora,Big Shades,Front Beard,,,,,,Earring
7635,67.27,9064,2,Male,Male-Light,Mohawk,Clown Eyes Green,,,,,,,
7636,73.93,8537,2,Male,Male-Mid,Frumpy Hair,,,,,Pipe,,,
7637,126.17,2790,3,Female,Female-Light,Wild White Hair,Nerd Glasses,,,,,Hot Lipstick,,
7638,90.49,6519,3,Male,Male-Light,Bandana,Horned Rim Glasses,Mustache,,,,,,
7639,94.69,5990,3,Female,Female-Light,Bandana,Green Eye Shadow,,,,,Black Lipstick,,
7640,117.03,3626,2,Male,Male-Light,Peak Spike,,,,Silver Chain,,,,
7641,92.29,6296,2,Male,Male-Mid,Hoodie,,Normal Beard,,,,,,
7642,57.65,9843,2,Male,Male-Mid,Messy Hair,Nerd Glasses,,,,,,,
7643,133.75,2262,3,Female,Female-Light,Straight Hair Dark,VR,,,,,Purple Lipstick,,
7644,108.61,4421,3,Male,Male-Mid,Cap Forward,Nerd Glasses,Chinstrap,,,,,,
7645,150.8,1431,4,Female,Female-Light,Wild Blonde,Clown Eyes Blue,,Mole,,,Purple Lipstick,,
7646,141.29,1847,3,Male,Male-Dark,Vampire Hair,Classic Shades,Front Beard,,,,,,
7647,100.87,5317,2,Male,Male-Dark,Do-rag,,,,,,,Clown Nose,
7648,190.94,670,3,Female,Female-Light,Blonde Short,,,Spots,,Cigarette,,,
7649,187.96,697,4,Female,Female-Mid,Pigtails,Purple Eye Shadow,,,,,Purple Lipstick,,Earring
7650,57.14,9861,2,Female,Female-Light,Mohawk Thin,,,,,Cigarette,,,
7651,135.94,2144,3,Male,Male-Light,Clown Hair Green,Nerd Glasses,Normal Beard Black,,,,,,
7652,110.86,4142,2,Female,Female-Light,Straight Hair Blonde,Big Shades,,,,,,,
7653,122.41,3158,2,Male,Male-Light,Vampire Hair,,Luxurious Beard,,,,,,
7654,179.13,799,3,Female,Female-Mid,Pigtails,Green Eye Shadow,,,,,Purple Lipstick,,
7655,81.51,7486,3,Male,Male-Dark,Wild Hair,Small Shades,,Mole,,,,,
7656,284.71,175,2,Male,Male-Light,Beanie,,Handlebars,,,,,,
7657,77.13,8108,4,Male,Male-Dark,Headband,Nerd Glasses,,,,Cigarette,,,Earring
7658,147.99,1531,4,Male,Male-Light,Headband,,Goat,,Silver Chain,,,,Earring
7659,126.06,2799,3,Female,Female-Light,Tassle Hat,,,,,Pipe,Black Lipstick,,
7660,315.21,95,2,Zombie,Zombie,Do-rag,,,,,,Smile,,
7661,246.98,303,5,Female,Female-Light,Straight Hair,Blue Eye Shadow,,Mole,,Vape,Hot Lipstick,,
7662,75.06,8432,2,Female,Female-Albino,Bandana,,,,,,Purple Lipstick,,
7663,186.13,715,4,Female,Female-Dark,Pink With Hat,Green Eye Shadow,,,,,Purple Lipstick,,Earring
7664,145.16,1650,3,Female,Female-Albino,Tassle Hat,Green Eye Shadow,,,,,Black Lipstick,,
7665,172.22,914,4,Male,Male-Light,Top Hat,Small Shades,Luxurious Beard,,,,,,Earring
7666,114.68,3837,3,Male,Male-Light,Police Cap,VR,Shadow Beard,,,,,,
7667,125.1,2890,4,Male,Male-Light,Mohawk Dark,,Mustache,,,,Smile,,Earring
7668,97.22,5685,2,Male,Male-Albino,Do-rag,Eye Mask,,,,,,,
7669,101.73,5242,2,Male,Male-Mid,Frumpy Hair,,,,Gold Chain,,,,
7670,163.83,1094,3,Female,Female-Light,Mohawk Thin,Welding Goggles,,,,,,,Earring
7671,293.99,155,5,Male,Male-Dark,Peak Spike,Horned Rim Glasses,Normal Beard Black,Rosy Cheeks,,Medical Mask,,,
7672,90.76,6488,3,Male,Male-Light,Stringy Hair,Regular Shades,Goat,,,,,,
7673,82.73,7341,3,Male,Male-Albino,Shaved Head,Nerd Glasses,,,,,,,Earring
7674,141.78,1808,4,Male,Male-Light,Hoodie,Nerd Glasses,Normal Beard,,,Pipe,,,
7675,77.89,7977,3,Male,Male-Light,Mohawk Dark,,Muttonchops,,,,,,Earring
7676,131.71,2366,1,Female,Female-Albino,,Clown Eyes Blue,,,,,,,
7677,126.85,2744,2,Male,Male-Albino,Hoodie,,,,,Medical Mask,,,
7678,77.45,8056,2,Female,Female-Albino,Mohawk,,,Mole,,,,,
7679,193.03,656,4,Male,Male-Albino,Police Cap,Classic Shades,Chinstrap,,,Medical Mask,,,
7680,104.39,4948,3,Male,Male-Dark,Mohawk Dark,VR,Normal Beard,,,,,,
7681,59,9783,2,Male,Male-Dark,Mohawk,Nerd Glasses,,,,,,,
7682,78.62,7853,4,Female,Female-Light,Crazy Hair,,,,,Cigarette,Hot Lipstick,,Earring
7683,136.94,2091,3,Male,Male-Light,Crazy Hair,,Handlebars,,,Medical Mask,,,
7684,77.84,7988,3,Male,Male-Dark,Headband,Nerd Glasses,Shadow Beard,,,,,,
7685,111.02,4121,3,Male,Male-Mid,Messy Hair,3D Glasses,Handlebars,,,,,,
7686,140.8,1880,3,Male,Male-Dark,Cowboy Hat,Big Shades,Luxurious Beard,,,,,,
7687,93.12,6185,2,Male,Male-Dark,Cap Forward,,Goat,,,,,,
7688,115.57,3764,3,Male,Male-Dark,Frumpy Hair,,Muttonchops,,,,Smile,,
7689,143.78,1707,4,Female,Female-Mid,Cap,Horned Rim Glasses,,,,Medical Mask,Purple Lipstick,,
7690,87.33,6807,2,Male,Male-Albino,Stringy Hair,,Luxurious Beard,,,,,,
7691,126.25,2785,3,Male,Male-Light,Police Cap,Small Shades,Normal Beard,,,,,,
7692,139.8,1933,4,Male,Male-Dark,Headband,Eye Patch,Luxurious Beard,,,,Frown,,
7693,77.16,8105,3,Female,Female-Dark,Mohawk,Regular Shades,,,,,Hot Lipstick,,
7694,158.81,1211,3,Female,Female-Mid,Pigtails,Nerd Glasses,,,,,Hot Lipstick,,
7695,180.84,775,3,Female,Female-Mid,Blonde Bob,3D Glasses,,,,Medical Mask,,,
7696,87.56,6789,3,Male,Male-Light,Bandana,Nerd Glasses,Muttonchops,,,,,,
7697,142.99,1748,4,Male,Male-Light,Purple Hair,Nerd Glasses,Normal Beard Black,,,Cigarette,,,
7698,210.6,520,3,Female,Female-Light,Wild Blonde,Welding Goggles,,,,,,,Earring
7699,131.43,2387,3,Male,Male-Mid,Purple Hair,Classic Shades,Normal Beard Black,,,,,,
7700,129.43,2540,4,Female,Female-Mid,Wild Blonde,Nerd Glasses,,,,,Hot Lipstick,,Earring
7701,151.22,1422,3,Female,Female-Mid,Straight Hair Dark,Clown Eyes Green,,,,Vape,,,
7702,96.44,5771,3,Male,Male-Dark,Mohawk Dark,Eye Patch,Mustache,,,,,,
7703,130.61,2440,3,Female,Female-Dark,Blonde Bob,Clown Eyes Green,,,,,Purple Lipstick,,
7704,99.51,5445,3,Male,Male-Mid,Peak Spike,,Front Beard Dark,,,Cigarette,,,
7705,94.24,6057,3,Male,Male-Mid,Bandana,Eye Patch,Chinstrap,,,,,,
7706,75.17,8415,2,Male,Male-Light,Frumpy Hair,Eye Mask,,,,,,,
7707,195.96,638,2,Female,Female-Light,Orange Side,Clown Eyes Green,,,,,,,
7708,109.58,4303,4,Male,Male-Dark,Crazy Hair,Eye Patch,Muttonchops,,,Cigarette,,,
7709,128.53,2616,4,Male,Male-Dark,Mohawk Thin,,,Mole,Silver Chain,,,,Earring
7710,149.82,1460,4,Female,Female-Light,Half Shaved,Purple Eye Shadow,,,,,Purple Lipstick,,Earring
7711,80.99,7532,2,Male,Male-Dark,Frumpy Hair,,,,,,Frown,,
7712,123.74,3026,2,Male,Male-Light,Cowboy Hat,,Goat,,,,,,
7713,132.36,2328,4,Male,Male-Dark,Mohawk,Big Shades,Goat,,,Vape,,,
7714,103.52,5049,4,Female,Female-Light,Bandana,Purple Eye Shadow,,,,,Black Lipstick,,Earring
7715,128.39,2621,3,Female,Female-Mid,Wild White Hair,Classic Shades,,,,,Hot Lipstick,,
7716,123.46,3061,4,Male,Male-Light,Headband,,Chinstrap,,,,Frown,,Earring
7717,89.17,6649,3,Male,Male-Light,Mohawk,,Front Beard Dark,,,Cigarette,,,
7718,92.38,6282,3,Male,Male-Light,Mohawk Thin,Horned Rim Glasses,Mustache,,,,,,
7719,113.69,3896,3,Female,Female-Light,Tassle Hat,Clown Eyes Green,,,,Cigarette,,,
7720,143.13,1737,3,Female,Female-Light,Half Shaved,,,,,Vape,Black Lipstick,,
7721,114.85,3821,4,Male,Male-Light,Knitted Cap,Eye Mask,Muttonchops,,,,,,Earring
7722,130.57,2444,3,Male,Male-Albino,Peak Spike,3D Glasses,Luxurious Beard,,,,,,
7723,103.84,5009,3,Male,Male-Light,Police Cap,,Muttonchops,,,,,,Earring
7724,72.32,8678,2,Male,Male-Albino,Knitted Cap,Big Shades,,,,,,,
7725,145.29,1645,4,Male,Male-Light,Vampire Hair,Horned Rim Glasses,Mustache,,,,,,Earring
7726,104.1,4971,2,Male,Male-Albino,Cap Forward,3D Glasses,,,,,,,
7727,165.49,1055,3,Female,Female-Mid,Red Mohawk,,,,Gold Chain,,Black Lipstick,,
7728,195.79,640,3,Male,Male-Mid,Headband,Small Shades,,,,,Buck Teeth,,
7729,90.08,6560,3,Male,Male-Albino,Crazy Hair,,Muttonchops,,,,,,Earring
7730,90.85,6474,2,Male,Male-Dark,Mohawk Dark,,,,,,,Clown Nose,
7731,140.36,1897,3,Female,Female-Albino,Mohawk Thin,,,,Silver Chain,,Black Lipstick,,
7732,125.32,2858,3,Male,Male-Light,Hoodie,3D Glasses,Chinstrap,,,,,,
7733,58.22,9821,3,Female,Female-Light,Stringy Hair,,,,,Cigarette,,,Earring
7734,123.63,3040,3,Female,Female-Dark,Blonde Bob,Horned Rim Glasses,,Mole,,,,,
7735,63.7,9323,2,Female,Female-Dark,Crazy Hair,,,,,,Purple Lipstick,,
7736,127.84,2661,1,Female,Female-Dark,,Green Eye Shadow,,,,,,,
7737,92.33,6293,3,Male,Male-Dark,Mohawk,Horned Rim Glasses,Normal Beard,,,,,,
7738,126.75,2750,3,Male,Male-Mid,Police Cap,Regular Shades,,,,,Smile,,
7739,119.9,3395,4,Male,Male-Mid,Headband,,,,Gold Chain,Cigarette,,,Earring
7740,148.21,1522,4,Male,Male-Mid,Messy Hair,Eye Mask,Normal Beard,,,,Frown,,
7741,92.18,6312,2,Male,Male-Light,,Horned Rim Glasses,,Mole,,,,,
7742,116.02,3730,3,Male,Male-Mid,Cap Forward,Small Shades,Goat,,,,,,
7743,125.37,2855,3,Male,Male-Albino,Vampire Hair,Regular Shades,,,,Cigarette,,,
7744,95.81,5854,2,Male,Male-Light,,,Muttonchops,,,,,,Earring
7745,84.12,7190,3,Male,Male-Light,Wild Hair,Small Shades,Shadow Beard,,,,,,
7746,114.88,3820,2,Male,Male-Light,Cowboy Hat,Clown Eyes Blue,,,,,,,
7747,94.39,6035,3,Male,Male-Dark,Messy Hair,Eye Patch,Normal Beard,,,,,,
7748,123.17,3085,3,Male,Male-Dark,Hoodie,,Luxurious Beard,,,Pipe,,,
7749,103.15,5092,2,Female,Female-Dark,Stringy Hair,,,,,Medical Mask,,,
7750,69.3,8934,3,Female,Female-Dark,Crazy Hair,Classic Shades,,,,,,,Earring
7751,138.72,1995,3,Female,Female-Light,Blonde Short,Clown Eyes Blue,,,,,Hot Lipstick,,
7752,124.58,2938,2,Female,Female-Light,Dark Hair,Purple Eye Shadow,,,,,,,
7753,148.83,1498,4,Male,Male-Mid,Purple Hair,VR,Normal Beard,,,,,,Earring
7754,77.93,7967,2,Male,Male-Dark,Frumpy Hair,,Chinstrap,,,,,,
7755,74.45,8490,2,Male,Male-Dark,Stringy Hair,,Muttonchops,,,,,,
7756,307.57,113,3,Zombie,Zombie,Do-rag,Horned Rim Glasses,Shadow Beard,,,,,,
7757,106,4762,2,Male,Male-Light,Clown Hair Green,,Shadow Beard,,,,,,
7758,126.63,2756,3,Female,Female-Dark,Blonde Bob,Eye Patch,,Mole,,,,,
7759,111.35,4091,2,Male,Male-Mid,,Classic Shades,Goat,,,,,,
7760,130.38,2459,2,Female,Female-Light,Wild White Hair,Eye Mask,,,,,,,
7761,105.14,4868,2,Female,Female-Mid,Crazy Hair,,,,,Medical Mask,,,
7762,100.29,5375,3,Male,Male-Mid,Cap,Nerd Glasses,Handlebars,,,,,,
7763,204.97,574,4,Female,Female-Dark,Red Mohawk,Big Shades,,Rosy Cheeks,,,Purple Lipstick,,
7764,58.19,9822,2,Male,Male-Dark,Wild Hair,,,Mole,,,,,
7765,107.14,4617,4,Male,Male-Mid,Wild Hair,Horned Rim Glasses,,,,,Smile,,Earring
7766,110.37,4206,3,Male,Male-Dark,Fedora,,Normal Beard Black,,,,,,Earring
7767,154.16,1340,2,Female,Female-Light,Pink With Hat,Clown Eyes Green,,,,,,,
7768,107.72,4538,2,Female,Female-Light,Red Mohawk,,,Mole,,,,,
7769,106.39,4703,2,Male,Male-Mid,,,,Mole,,Pipe,,,
7770,175.41,858,4,Male,Male-Light,Knitted Cap,Horned Rim Glasses,Mustache,Rosy Cheeks,,,,,
7771,110.74,4159,3,Male,Male-Dark,Frumpy Hair,,,,,Pipe,Frown,,
7772,96.4,5779,3,Male,Male-Light,Frumpy Hair,Regular Shades,,,,,Frown,,
7773,105.32,4851,3,Male,Male-Light,Wild Hair,Regular Shades,,,,,,Clown Nose,
7774,76.31,8263,3,Male,Male-Light,Messy Hair,,Muttonchops,,,,,,Earring
7775,147.2,1562,4,Male,Male-Mid,Cowboy Hat,Classic Shades,Muttonchops,,,,,,Earring
7776,110.28,4217,2,Male,Male-Light,Fedora,,,,,Vape,,,
7777,146.57,1584,3,Female,Female-Albino,Blonde Short,,,Mole,,,Black Lipstick,,
7778,145.53,1633,4,Female,Female-Light,Mohawk Thin,Clown Eyes Blue,,,,Medical Mask,Purple Lipstick,,
7779,93.18,6180,2,Male,Male-Dark,Hoodie,,Mustache,,,,,,
7780,91.21,6433,2,Male,Male-Light,Shaved Head,,Front Beard Dark,,,,,,
7781,76.62,8209,3,Male,Male-Mid,Frumpy Hair,Horned Rim Glasses,Shadow Beard,,,,,,
7782,77.19,8099,3,Male,Male-Dark,Mohawk Dark,,,,,Pipe,,,Earring
7783,119.94,3392,3,Male,Male-Dark,Shaved Head,,,,Silver Chain,,,,Earring
7784,91.99,6334,3,Male,Male-Mid,Messy Hair,,,,,Cigarette,Smile,,
7785,162.97,1110,5,Male,Male-Mid,Headband,Nerd Glasses,Normal Beard Black,,,Cigarette,,,Earring
7786,109.52,4312,3,Female,Female-Albino,Bandana,Blue Eye Shadow,,,,,Purple Lipstick,,
7787,130.18,2473,3,Male,Male-Dark,Fedora,Nerd Glasses,,,,,Smile,,
7788,102.77,5131,4,Male,Male-Light,Wild Hair,Classic Shades,Front Beard,,,,,,Earring
7789,190.49,677,4,Male,Male-Dark,Do-rag,Regular Shades,,Spots,,Vape,,,
7790,80.59,7576,3,Male,Male-Mid,Wild Hair,,Front Beard,,,,,,Earring
7791,120.51,3346,3,Female,Female-Dark,Half Shaved,,,Mole,,,Hot Lipstick,,
7792,146.23,1598,3,Female,Female-Mid,Blonde Short,Blue Eye Shadow,,,,Cigarette,,,
7793,118.34,3507,2,Female,Female-Light,Straight Hair Blonde,Clown Eyes Green,,,,,,,
7794,84.71,7097,4,Female,Female-Dark,Cap,,,Mole,,Cigarette,,,Earring
7795,105.45,4831,3,Male,Male-Mid,Police Cap,,Normal Beard Black,,,,,,Earring
7796,79.37,7717,3,Male,Male-Light,Crazy Hair,Classic Shades,Shadow Beard,,,,,,
7797,101.73,5243,3,Male,Male-Dark,Knitted Cap,Clown Eyes Green,Luxurious Beard,,,,,,
7798,146.03,1605,3,Female,Female-Mid,Tassle Hat,Blue Eye Shadow,,,,Pipe,,,
7799,125.27,2865,3,Male,Male-Light,Purple Hair,,Front Beard,,,Cigarette,,,
7800,157.05,1254,4,Male,Male-Mid,Shaved Head,,Normal Beard,,Silver Chain,,,,Earring
7801,63.5,9339,2,Female,Female-Dark,Messy Hair,Horned Rim Glasses,,,,,,,
7802,124.31,2970,3,Female,Female-Mid,Straight Hair Blonde,Classic Shades,,,,,Hot Lipstick,,
7803,84.93,7067,3,Female,Female-Mid,Mohawk,Blue Eye Shadow,,,,,,,Earring
7804,2329.18,2,3,Alien,Alien,Cap Forward,Small Shades,,,,Pipe,,,
7805,127.85,2658,3,Female,Female-Dark,Wild White Hair,,,Mole,,,Black Lipstick,,
7806,116.26,3700,4,Male,Male-Mid,Peak Spike,Horned Rim Glasses,Normal Beard,,,Cigarette,,,
7807,105.99,4766,3,Male,Male-Mid,Mohawk Dark,Horned Rim Glasses,,,,,,Clown Nose,
7808,84.77,7087,3,Male,Male-Dark,Mohawk Dark,,Muttonchops,,,Cigarette,,,
7809,84.25,7169,2,Male,Male-Dark,Cap Forward,Clown Eyes Blue,,,,,,,
7810,59.29,9762,3,Female,Female-Light,Mohawk Thin,,,,,Cigarette,,,Earring
7811,108.92,4389,2,Female,Female-Mid,Straight Hair Blonde,,,Mole,,,,,
7812,96.99,5706,3,Male,Male-Mid,Wild Hair,Eye Patch,Front Beard,,,,,,
7813,123.82,3018,1,Female,Female-Dark,,,,,,Pipe,,,
7814,165.69,1051,3,Female,Female-Albino,Blonde Bob,VR,,,,Pipe,,,
7815,93.36,6160,3,Male,Male-Light,Cap Forward,Big Shades,Shadow Beard,,,,,,
7816,70.12,8875,2,Male,Male-Mid,Peak Spike,Big Shades,,,,,,,
7817,133.68,2264,3,Male,Male-Mid,Vampire Hair,Nerd Glasses,,,,Pipe,,,
7818,79.05,7776,2,Male,Male-Mid,Crazy Hair,,Chinstrap,,,,,,
7819,93.3,6168,3,Male,Male-Light,Fedora,Regular Shades,,,,,,,Earring
7820,104.11,4970,3,Male,Male-Dark,Mohawk,VR,Normal Beard Black,,,,,,
7821,68.2,9011,3,Female,Female-Light,Headband,Horned Rim Glasses,,,,,,,Earring
7822,123.36,3067,4,Male,Male-Mid,Shaved Head,Eye Patch,Handlebars,,,Cigarette,,,
7823,75.33,8386,3,Female,Female-Mid,Bandana,Big Shades,,,,,Purple Lipstick,,
7824,111.65,4062,2,Male,Male-Dark,,Regular Shades,Mustache,,,,,,
7825,77.67,8014,3,Female,Female-Light,Mohawk Thin,VR,,,,,,,Earring
7826,64.44,9248,2,Female,Female-Dark,Mohawk Thin,Big Shades,,,,,,,
7827,84.78,7086,3,Female,Female-Light,Stringy Hair,Clown Eyes Green,,,,,Black Lipstick,,
7828,165.45,1056,4,Male,Male-Light,Top Hat,Classic Shades,Mustache,,,,,,Earring
7829,127.61,2680,3,Female,Female-Light,Messy Hair,Blue Eye Shadow,,,,,,Clown Nose,
7830,65.07,9202,2,Female,Female-Dark,Mohawk Dark,Big Shades,,,,,,,
7831,122.64,3138,3,Male,Male-Albino,Purple Hair,VR,,,,,,,Earring
7832,273.1,222,3,Female,Female-Dark,Headband,Big Shades,,,Choker,,,,
7833,109.67,4287,3,Male,Male-Light,Frumpy Hair,Eye Mask,Front Beard,,,,,,
7834,86.2,6925,3,Female,Female-Dark,Mohawk Thin,Clown Eyes Green,,,,,Black Lipstick,,
7835,120.64,3333,3,Male,Male-Dark,Mohawk,,Handlebars,,,,Smile,,
7836,91.27,6420,3,Female,Female-Mid,Stringy Hair,,,,,Pipe,Black Lipstick,,
7837,103.82,5012,3,Male,Male-Dark,Frumpy Hair,Small Shades,Handlebars,,,,,,
7838,96.75,5734,3,Male,Male-Light,Mohawk Dark,Big Shades,Front Beard Dark,,,,,,
7839,124.13,2988,4,Male,Male-Dark,Fedora,VR,,Mole,,,,,Earring
7840,97.37,5669,2,Female,Female-Albino,Mohawk,Green Eye Shadow,,,,,,,
7841,72.92,8630,2,Female,Female-Light,Crazy Hair,Clown Eyes Blue,,,,,,,
7842,56.61,9883,2,Male,Male-Dark,Bandana,,,Mole,,,,,
7843,141.41,1838,3,Male,Male-Dark,Cap Forward,,Front Beard,,,,,Clown Nose,
7844,119.01,3447,4,Male,Male-Light,Hoodie,Classic Shades,Front Beard,,,,,,Earring
7845,104.26,4959,3,Male,Male-Albino,Messy Hair,Classic Shades,Luxurious Beard,,,,,,
7846,280.65,198,2,Male,Male-Light,Beanie,3D Glasses,,,,,,,
7847,82.84,7329,3,Male,Male-Mid,Headband,,Front Beard,,,,,,Earring
7848,123.86,3014,3,Male,Male-Light,Clown Hair Green,,Mustache,,,,,,Earring
7849,123.42,3062,2,Female,Female-Mid,Half Shaved,,,,,Pipe,,,
7850,108.12,4483,2,Female,Female-Dark,Clown Hair Green,Nerd Glasses,,,,,,,
7851,142.79,1758,3,Male,Male-Mid,Cowboy Hat,Regular Shades,,,,Vape,,,
7852,75.57,8364,3,Female,Female-Mid,Bandana,VR,,,,,,,Earring
7853,139.88,1928,3,Female,Female-Light,Straight Hair,Blue Eye Shadow,,,,,Purple Lipstick,,
7854,130.75,2432,3,Male,Male-Light,Cap,Nerd Glasses,Big Beard,,,,,,
7855,66.77,9092,3,Female,Female-Mid,Headband,Nerd Glasses,,,,,,,Earring
7856,139.44,1955,2,Female,Female-Light,Red Mohawk,,,,,,,Clown Nose,
7857,67.82,9031,3,Female,Female-Dark,Mohawk,Classic Shades,,,,,,,Earring
7858,98.04,5583,1,Male,Male-Mid,,,,,,Cigarette,,,
7859,87.77,6765,3,Female,Female-Albino,Mohawk,Horned Rim Glasses,,,,Cigarette,,,
7860,307.18,115,3,Female,Female-Mid,Straight Hair,,,,Choker,Cigarette,,,
7861,128.73,2600,4,Male,Male-Mid,Headband,,Big Beard,,,Cigarette,,,Earring
7862,178.42,810,4,Female,Female-Mid,Frumpy Hair,,,Rosy Cheeks,,Vape,Purple Lipstick,,
7863,104.04,4978,2,Male,Male-Albino,Cap Forward,,Goat,,,,,,
7864,105.52,4821,4,Male,Male-Light,Frumpy Hair,Big Shades,Goat,,,Cigarette,,,
7865,118.47,3493,3,Male,Male-Albino,Messy Hair,Eye Mask,Luxurious Beard,,,,,,
7866,210.52,522,5,Female,Female-Mid,Red Mohawk,Blue Eye Shadow,,,,Cigarette,Hot Lipstick,,Earring
7867,76.05,8295,2,Male,Male-Light,Mohawk Thin,3D Glasses,,,,,,,
7868,115.5,3767,2,Male,Male-Light,Hoodie,,,,,Medical Mask,,,
7869,100.27,5376,3,Male,Male-Dark,Bandana,,,,,Medical Mask,,,Earring
7870,92.97,6204,3,Male,Male-Dark,Mohawk Dark,Nerd Glasses,Chinstrap,,,,,,
7871,109.5,4316,3,Male,Male-Light,Cap,VR,Normal Beard Black,,,,,,
7872,111.1,4114,3,Female,Female-Albino,Wild Hair,Blue Eye Shadow,,,,,Purple Lipstick,,
7873,109.87,4257,3,Male,Male-Dark,Cap,,,Mole,,,,Clown Nose,
