Id,Rarity Score,Rank,Background,Body,Shield,Weapon,Mouth,Eyes,Backpack,Headpiece
6017,127.1,804,Solid-Green,Original-Cheese,Drink-orange,,Doinker-sad,Regular,New-Zealand,Stovepipe
6018,103.91,979,Solid-Green,Original-Cheese,,Torch,Happy-open,Regular,New-Zealand,Messy-hair
6019,268.99,171,Solid-Yellow,Strong-Cheese,Soft-drink,Spatula,Not-amused,Deal-with-it,Russia,Horns
6020,73.15,1084,Solid-Blue,Original-Cheese,Baseball,,Doinker-happy,Happy,,Halo-silver
6021,101.19,989,Solid-Green,Original-Cheese,Fries,Torch,Doinker-happy,Regular,,Unicorn
6022,287.32,145,Solid-Pink,Cheese-on-a-Stick,,Katana,Happy-open,Shut-3,Germany,Unicorn
6023,116.63,883,Solid-Blue,Cheese-on-a-Stick,Shield-tower,Sword-kid,Sad-mouth,Not-Super-Clever,,Flower
6024,195,389,Solid-Pink,Cheese-on-a-Stick,Fries,Middle-finger,Doinker-happy,Great-thinker,Bomb-bag,Straw-hat
6025,136.07,734,Solid-Green,Original-Cheese,,Ice-cream,Closed-mouth,Happy,Denmark,Cowboy
6026,262.02,183,Solid-Pink,Original-Cheese,Card-clubs,Katana,Mustache,Regular,Belgium,Horns
6027,229.21,260,Solid-Yellow,Strong-Cheese,Shield-tower,Katana,Doinker-happy,Regular,New-Zealand,
6028,93.02,1033,Solid-Blue,Strong-Cheese,Heart,Magic-mushroom,Closed-mouth,Regular,Italy,
6029,170.36,507,Solid-Blue,Original-Cheese,,Balloons,Happy-open,Disapproval-Left,Australia,Horns
6030,151.27,629,Solid-Blue,Cheese-on-a-Stick,Apple-red,Torch,Doinker-happy,Not-Super-Clever,Bomb-bag,Police-hat
6031,88.51,1052,Solid-Pink,Original-Cheese,Apple-green,,Closed-mouth,Regular,China,
6032,139.37,707,Solid-Green,Original-Cheese,Soft-drink,Rupee-Blue,Happy-open,Regular,Denmark,Agent-brown
6033,235.06,244,Gradient3,Strong-Cheese,,Axe,Smile,Crying,Puerto-Rico,
6034,93.25,1027,Solid-Yellow,Original-Cheese,Heart,Pitchfork,Closed-mouth,Shut-2,,Cowboy
6035,58.55,1095,Solid-Yellow,Strong-Cheese,,Gun-red,Closed-mouth,Regular,,
6036,161.68,556,Solid-Yellow,Original-Cheese,,Coin,Happy-open,Sunglasses,Malaysia,Halo-silver
6037,71.49,1089,Solid-Pink,Original-Cheese,Baseball,,Doinker-sad,Happy,Bomb-bag,
6038,171.06,502,Solid-Yellow,Original-Cheese,Fries,Middle-finger,Smile,Looking-Up-Right,Japan,Joker
6039,159.31,571,Solid-Green,Cheese-on-a-Stick,Fries,Rupee-Green,Doinker-happy,Robin,Bomb-bag,
6040,173.38,487,Gradient4,Original-Cheese,,Axe,Doinker-sad,Shut-2,Bomb-bag,Cowboy
6041,95.95,1012,Solid-Blue,Original-Cheese,Card-clubs,Rupee-Green,Happy-open,Not-Super-Clever,,Agent-black
6042,240.03,226,Solid-Blue,Original-Cheese,Teddy,,Smile,Looking-Down-Left,Sweden,Horns
6043,222.83,280,Gradient1,Strong-Cheese,Card-clubs,Torch,Doinker,Shut-4,Fork,Joker
6044,152.09,623,Solid-Yellow,Original-Cheese,Shield-tower,Magic-mushroom,Not-amused,Crying,China,Flower
6045,84.3,1067,Solid-Blue,Original-Cheese,Card-clubs,Sword-kid,Doinker-happy,Regular,,Irish
6046,128.76,790,Solid-Green,Original-Cheese,Drink-orange,Gun-red,Doinker-sad,Sunglasses,Japan,
6047,355.94,68,Solid-Yellow,Original-Cheese,Apple-worm,Sword-kid,Closed-mouth,Shut-4,Netherlands,
6048,235.39,241,Solid-Yellow,Original-Cheese,Bible,Gun-red,Closed-mouth,Sunglasses,Germany,Irish
6049,229.62,259,Gradient5,Cheese-on-a-Stick,Drink-orange,Spatula,Tongue,Not-Super-Clever,wingsPink,Headband
6050,103.17,980,Solid-Pink,Original-Cheese,,Torch,Open-mouth,Happy,,Agent-black
6051,116.67,882,Solid-Green,Original-Cheese,Heart,Rupee-Green,Doinker,Shut-3,Jetpack-Orange,Messy-hair
6052,135.79,735,Solid-Blue,Original-Cheese,Heart,Spatula,Doinker,Looking-Down-Left,wingsPink,Halo-silver
6053,106.42,957,Solid-Blue,Cheese-on-a-Stick,,Baseball-bat,Closed-mouth,Regular,wingsPink,Messy-hair
6054,78.41,1076,Solid-Pink,Original-Cheese,Card-clubs,,Sad-mouth,Shut-1,,
6055,119.07,869,Solid-Yellow,Original-Cheese,,,Closed-mouth,Crossed-1,,
6056,123.31,838,Solid-Pink,Original-Cheese,Shield-tower,Magic-mushroom,Happy-open,Shut-1,Puerto-Rico,
6057,161.94,552,Solid-Yellow,Blue-Cheese,,Sword-kid,Doinker,Shut-3,Brazil,Headband
6058,179.37,457,Solid-Yellow,Original-Cheese,Drink-blue,Nemo,Closed-mouth,Crossed-2,,Joker
6059,306.11,116,Solid-Black,Original-Cheese,Card-diamonds,Pitchfork,Doinker-sad,Regular,Sweden,Sombrero
6060,238.29,231,Solid-Green,Original-Cheese,Card-hearts,Magic-mushroom,Sad-mouth,Puppy-eyes,Belgium,Agent-brown
6061,173.3,489,Solid-Yellow,Original-Cheese,Shield-rainbow,,Closed-mouth,Not-Super-Clever,,
6062,162.42,549,Solid-Pink,Strong-Cheese,Baseball,,Pacifier-pink,Happy,Singapore,Side-cut
6063,288.29,142,Solid-Yellow,Original-Cheese,Bible,Spatula,Closed-mouth,Great-thinker,Jetpack-Green,Irish
6064,159.82,568,Solid-Pink,Original-Cheese,Apple-green,Rupee-Blue,Open-mouth,Shut-2,Russia,Straw-hat
6065,210.83,332,Solid-Yellow,Original-Cheese,Heart,Axe,Happy-super,Shut-4,El-Salvador,Messy-hair
6066,128.02,799,Solid-Blue,Original-Cheese,Card-clubs,Gun-red,Closed-mouth,Looking-Down-Right,Jetpack-Orange,Sombrero
6067,178.57,459,Solid-Blue,Original-Cheese,,Ice-cream,Smirk,Happy,Kid-amused,Flower
6068,110.68,932,Solid-Blue,Original-Cheese,Card-hearts,Pitchfork,Closed-mouth,Regular,wingsBlue,Flower
6069,186.93,422,Solid-Green,Original-Cheese,Shield-tower,Axe,Happy-open,Sunglasses,,Cap-propeller
6070,1707.47,1,Trippy,Zero-Fat-Translucent-Cheese,SNES-controller,Magic-mushroom-eaten,Doinker-happy,Not-Super-Clever,Bomb-bag,
6071,138.19,718,Solid-Pink,Original-Cheese,Drink-orange,Balloons,Sad-mouth,Happy,Canada,Messy-hair
6072,321.39,95,Solid-Green,Shredded-Blue-Cheese,Heart,Torch,Pacifier-pink,Not-Super-Clever,Denmark,Headband
6073,124.85,824,Solid-Pink,Strong-Cheese,,Axe,Smirk,Round-glasses,Belgium,
6074,91.4,1039,Solid-Blue,Original-Cheese,Card-diamonds,,Sad-mouth,Happy,,Cowboy
6075,137,729,Solid-Green,Original-Cheese,,Rupee-Green,Happy-open,Shut-1,Denmark,Stovepipe
6076,129.82,778,Solid-Yellow,Original-Cheese,Heart,Gun-red,Open-mouth,Shut-2,Jetpack-Orange,Joker
6077,176.94,468,Solid-Blue,Original-Cheese,Baseball,Gun-red,Happy-open,Dilated,Russia,Stovepipe
6078,296.6,126,Solid-Green,Original-Cheese,Drink-blue,Scythe,Happy-super,Dilated,Puerto-Rico,Straw-hat
6079,140.81,697,Solid-Yellow,Strong-Cheese,Shield-tower,Torch,Pacifier-pink,Not-Super-Clever,wingsPink,Horns
6080,171.49,500,Solid-Yellow,Original-Cheese,Drink-orange,Scythe,Doinker-happy,Crying,Canada,Messy-hair
6081,165.96,530,Solid-Yellow,Original-Cheese,Soda-can,Coin,Open-mouth,Regular,Kid-amused,Headband
6082,139.1,709,Solid-Yellow,Original-Cheese,Card-clubs,Rupee-Blue,Closed-mouth,Shut-2,Russia,Cowboy
6083,214,321,Solid-Blue,Cheese-on-a-Stick,Soda-can,Coin,Smile,Crying,,Viking
6084,103.07,981,Solid-Pink,Original-Cheese,,Torch,Happy-open,Tall,wingsPink,Straw-hat
6085,371.47,59,Solid-Green,Original-Cheese,Drink-red,Baseball-bat,Smirk,Out-cold,Malaysia,Headband
6086,157.3,589,Solid-Green,Original-Cheese,Soft-drink,Rupee-Blue,Happy-open,Looking-Up-Left,Belgium,Oriental-hat
6087,95.17,1022,Solid-Pink,Original-Cheese,Drink-orange,Rupee-Blue,Happy-open,Not-Super-Clever,Bomb-bag,Side-cut
6088,127.63,800,Solid-Yellow,Original-Cheese,Soda-can,Magic-mushroom,Smile,Shut-3,,Agent-brown
6089,100.78,991,Solid-Pink,Original-Cheese,Soft-drink,Rupee-Blue,Open-mouth,Happy,,Side-cut
6090,175.03,476,Solid-Yellow,Original-Cheese,Card-hearts,,Closed-mouth,Looking-Up-Left,Netherlands,Halo-silver
6091,107.54,953,Solid-Blue,Original-Cheese,Baseball,Spatula,Doinker-sad,Dilated,,Cowboy
6092,115.46,895,Solid-Blue,Original-Cheese,Drink-orange,,Doinker-happy,Tall,Japan,Sombrero
6093,105.99,960,Solid-Green,Original-Cheese,Soda-can,Magic-mushroom,Happy-open,Not-Super-Clever,Russia,
6094,205.03,347,Solid-Pink,Original-Cheese,Diploma,Baseball-bat,Smile,Not-Super-Clever,El-Salvador,Headband
6095,102.38,984,Solid-Green,Original-Cheese,Baseball,Gun-red,Happy-open,Shut-4,,Messy-hair
6096,148.27,644,Gradient5,Original-Cheese,SNES-controller,Axe,Doinker-sad,Shut-1,,Messy-hair
6097,124.88,823,Solid-Pink,Original-Cheese,Soft-drink,Magic-mushroom,Doinker-sad,Regular,Fork,Horns
6098,93.84,1025,Solid-Yellow,Cheese-on-a-Stick,Baseball,,Sad-mouth,Regular,,Straw-hat
6099,173.68,484,Solid-Pink,Strong-Cheese,Soda-can,Ice-cream,Doinker-happy,Shut-3,Japan,Flower
6100,100.75,992,Solid-Yellow,Original-Cheese,,Nemo,Doinker,Not-Super-Clever,Denmark,Horns
6101,234.75,245,Solid-Blue,Strong-Cheese,Soda-can,,Surgical-mask,Round-glasses,wingsBlue,Pink-punk
6102,258.3,189,Gradient3,Original-Cheese,,Balloons,Not-amused,Shut-3,China,Sombrero
6103,1240.96,2,Solid-Green,Original-Cheese,Heart,Holy-grenade,Smile,Shut-2,Netherlands,Headband
6104,148.03,649,Solid-Green,Original-Cheese,Baseball,Rupee-Blue,Tongue,Not-Super-Clever,,Horns
7001,99.74,998,Solid-Blue,Original-Cheese,Soda-can,Magic-mushroom,Doinker-happy,Happy,New-Zealand,
7002,339.22,80,Solid-Blue,Original-Cheese,Soda-can,Gun-bubbles,Open-mouth,Looking-Up-Right,Australia,Axe-in-skull
7003,162.15,551,Solid-Yellow,Original-Cheese,Baseball,Axe,Happy-open,Shut-2,Germany,Stovepipe
7004,160.14,566,Solid-Yellow,Original-Cheese,Card-hearts,,Happy-open,Looking-Up-Left,Argentina,Joker
7005,209.07,335,Solid-Yellow,Original-Cheese,Apple-green,Sword-kid,Smile,Crying,Jetpack-Horizontal,Agent-black
7006,208.67,338,Solid-Yellow,Strong-Cheese,Fries,Pitchfork,Happy-open,Looking-Up-Right,Jetpack-Green,Unicorn
7007,150,639,Solid-Green,Cheese-on-a-Stick,Card-hearts,Magic-mushroom,Doinker,Shut-4,Bomb-bag,Irish
7008,133.06,755,Solid-Green,Original-Cheese,,Baseball-bat,Doinker-happy,Looking-Down-Left,Puerto-Rico,
7009,137.52,722,Solid-Green,Original-Cheese,Card-hearts,Nemo,Closed-mouth,Regular,New-Zealand,Joker
7010,180.06,453,Solid-Blue,Original-Cheese,Shield-tower,Rupee-Blue,Not-amused,Crossed-2,wingsBlue,Irish
7011,76.61,1078,Solid-Pink,Original-Cheese,Baseball,Gun-red,Sad-mouth,Not-Super-Clever,,
7012,159.33,570,Solid-Green,Strong-Cheese,Soft-drink,Ice-cream,Doinker-happy,Regular,New-Zealand,Halo-silver
7013,90.1,1046,Solid-Pink,Original-Cheese,Baseball,Torch,Doinker,Round-glasses,,
7014,221.45,286,Solid-Pink,Original-Cheese,Card-hearts,Scythe,Closed-mouth,Shut-3,Puerto-Rico,Agent-brown
7015,122.14,850,Solid-Pink,Original-Cheese,Baseball,Rupee-Blue,Closed-mouth,Shut-1,Italy,Horns
7016,219.64,296,Gradient3,Original-Cheese,Apple-red,,Doinker,Not-Super-Clever,wingsBlue,
7017,153.82,608,Solid-Green,Original-Cheese,Shield-tower,Axe,Pacifier-pink,Happy,Turkey,Side-cut
7018,161.87,553,Solid-Pink,Original-Cheese,Card-hearts,Rupee-Red,Closed-mouth,Crying,wingsPink,
7019,151.13,631,Solid-Yellow,Strong-Cheese,Card-diamonds,,Doinker-sad,Shut-3,Italy,Unicorn
7020,157.5,584,Solid-Pink,Cheese-on-a-Stick,Soft-drink,Baseball-bat,Doinker-happy,Happy,USA,Stovepipe
7021,163.68,539,Solid-Yellow,Strong-Cheese,Apple-green,Middle-finger,Closed-mouth,Shut-2,Jetpack-Blue,Police-hat
7022,291.6,135,Solid-Green,Strong-Cheese,Bow,Katana-wrong,Smile,Regular,Italy,Horns
7023,85.71,1060,Solid-Green,Original-Cheese,Shield-tower,,Closed-mouth,Not-Super-Clever,Bomb-bag,Headband
7024,258.9,187,Solid-Blue,Original-Cheese,Heart,Pitchfork,Mutt,Shut-2,Jetpack-Green,Police-hat
7025,185.12,433,Solid-Pink,Original-Cheese,Apple-green,Axe,Closed-mouth,Looking-Up-Right,,Cap-propeller
7026,198.49,370,Solid-Pink,Cheese-on-a-Stick,SNES-controller,Scythe,Not-amused,Happy,Bomb-bag,Cap
7027,277.05,159,Solid-Pink,Original-Cheese,Card-spades,,Closed-mouth,Shut-2,Australia,Joker
7028,169.3,509,Solid-Yellow,Strong-Cheese,Fries,Nemo,Closed-mouth,Sunglasses,Russia,Straw-hat
7029,111.14,927,Solid-Green,Original-Cheese,Apple-green,Nemo,Happy-open,Not-Super-Clever,Australia,Horns
7030,126.27,810,Solid-Yellow,Original-Cheese,,Gun-red,Doinker-happy,Happy,South-Africa,Horns
7031,375.96,55,Solid-Blue,Original-Cheese,Soda-can,Axe,Happy-open,Tall,Italy,Halo-gold
7032,142.38,683,Solid-Yellow,Original-Cheese,Heart,Rupee-Green,Happy-open,Not-Super-Clever,USA,Pink-punk
7033,391.73,48,Solid-Yellow,Original-Cheese,Soda-can,Rupee-Purple,Pacifier-pink,Looking-Down-Right,Fork,
7034,163.35,544,Solid-Pink,Strong-Cheese,Card-clubs,Pitchfork,Doinker,Sunglasses,Malaysia,Halo-silver
7035,195.26,387,Gradient1,Original-Cheese,Shield-tower,Pitchfork,Doinker-sad,Looking-Down-Left,,Side-cut
7036,96.31,1011,Solid-Yellow,Strong-Cheese,Drink-orange,Gun-red,Closed-mouth,Regular,Belgium,
7037,238.08,232,Gradient1,Cheese-on-a-Stick,Fries,Magic-mushroom,Doinker-happy,Regular,Netherlands,Headband
7038,349.18,73,Solid-Pink,Blue-Cheese,Soft-drink,,Happy-open,Wizard,European-Union,Cap
7039,269.34,169,Solid-Blue,Original-Cheese,Soda-can,Coin,Doinker,Disapproval-Right,Singapore,Headband
7040,167.23,525,Solid-Yellow,Original-Cheese,Drink-blue,Rupee-Blue,Happy-open,Looking-Down-Right,Turkey,
7041,246.95,213,Solid-Green,Original-Cheese,Heart,Balloons,Happy-open,Robin,wingsPink,Axe-in-skull
7042,133.36,753,Solid-Green,Blue-Cheese,,Torch,Doinker-sad,Shut-2,Argentina,
7043,184.43,437,Gradient4,Original-Cheese,,Coin,Closed-mouth,Shut-2,wingsBlue,Straw-hat
7044,120.85,856,Solid-Green,Original-Cheese,,Rupee-Blue,Doinker-happy,Not-Super-Clever,Norway,Side-cut
7045,141.42,691,Solid-Yellow,Original-Cheese,Soda-can,Nemo,Closed-mouth,Happy,Russia,Police-hat
7046,297.28,125,Solid-Yellow,Blue-Cheese,Apple-red,Rupee-Blue,Mustache,Deal-with-it,,Horns
7047,168.34,518,Solid-Blue,Original-Cheese,Card-diamonds,Magic-mushroom,Smirk,Shut-4,Great-Britain,Side-cut
7048,228.65,262,Solid-Blue,Original-Cheese,Shield-rainbow,Balloons,Doinker-sad,Not-Super-Clever,,Oriental-hat
7049,291.41,136,Solid-Black,Original-Cheese,,Spatula,Closed-mouth,Shut-1,Belgium,Cowboy
7050,382.03,53,Solid-Yellow,Blue-Cheese,Soda-can,Katana-wrong,Doinker-sad,Stoned,,Flower
7051,109.59,936,Solid-Green,Original-Cheese,Baseball,Rupee-Blue,Smile,Not-Super-Clever,Australia,Sombrero
7052,100.2,997,Solid-Blue,Original-Cheese,,Spatula,Doinker-happy,Not-Super-Clever,Italy,Side-cut
7053,95.27,1018,Solid-Yellow,Original-Cheese,Apple-green,Axe,Smile,Regular,,Unicorn
7054,109.34,939,Solid-Blue,Original-Cheese,,Axe,Smile,Not-Super-Clever,Canada,Joker
7055,235.26,242,Gradient5,Original-Cheese,Shield-tower,Torch,Mustache,Regular,Malaysia,Oriental-hat
7056,88.32,1053,Solid-Pink,Original-Cheese,Card-clubs,Torch,Closed-mouth,Crying,,Straw-hat
7057,108.51,946,Solid-Blue,Original-Cheese,,Axe,Closed-mouth,Dilated,wingsPink,Sombrero
7058,102.79,982,Solid-Pink,Original-Cheese,Card-diamonds,,Doinker-happy,Sunglasses,,Messy-hair
7059,287.85,144,Solid-Blue,Strong-Cheese,Card-hearts,Rupee-Green,Closed-mouth,Deal-with-it,Fork,Messy-hair
7060,227.34,269,Solid-Blue,Original-Cheese,SNES-controller,Gun-red,Pacifier-pink,Crossed-1,Japan,
7061,161.64,557,Solid-Yellow,Original-Cheese,Card-diamonds,Sword-kid,Happy-open,Regular,USA,Cap
7062,226.38,271,Solid-Green,Original-Cheese,Soda-can,Spatula,Smile,Disapproval-Right,Bomb-bag,Halo-silver
7063,128.03,797,Solid-Yellow,Original-Cheese,Heart,Balloons,Happy-open,Sunglasses,wingsPink,Headband
7064,124.49,827,Solid-Pink,Original-Cheese,Heart,Pitchfork,Happy-open,Looking-Up-Left,Denmark,Horns
7065,172.84,493,Solid-Pink,Original-Cheese,,Baseball-bat,Not-amused,Sunglasses,Jetpack-Green,Straw-hat
7066,368.73,61,Solid-Pink,Shredded-Blue-Cheese,Soda-can,Rupee-Blue,Happy-super,Not-Super-Clever,Jetpack-Blue,
7067,177.31,463,Solid-Green,Original-Cheese,SNES-controller,Spatula,Doinker,Looking-Up-Left,USA,Cap
7068,148.72,642,Solid-Pink,Original-Cheese,Soft-drink,Gun-red,Happy-open,Looking-Up-Right,Brazil,
7069,144.94,670,Solid-Blue,Original-Cheese,SNES-controller,Baseball-bat,Doinker,Happy,Brazil,Cowboy
7070,330.68,86,Solid-Blue,Original-Cheese,Apple-red,Rupee-Blue,Cigarette,Regular,Netherlands,Oriental-hat
7071,214.42,319,Solid-Pink,Original-Cheese,Drink-orange,Balloons,Doinker-sad,Looking-Up-Left,European-Union,Crown
7072,143.82,676,Gradient5,Original-Cheese,Heart,Axe,Doinker,Not-Super-Clever,Denmark,Horns
7073,171.31,501,Solid-Pink,Cheese-on-a-Stick,,Rupee-Red,Doinker-happy,Dilated,wingsPink,Flower
7074,123.83,833,Solid-Green,Original-Cheese,Fries,Rupee-Blue,Doinker,Shut-2,Australia,
7075,179.96,454,Solid-Pink,Original-Cheese,Apple-green,Ice-cream,Doinker-sad,Sunglasses,El-Salvador,Halo-silver
7076,198.95,368,Solid-Green,Original-Cheese,Drink-orange,Axe,Happy-super,Regular,Belgium,Police-hat
7077,173.64,485,Solid-Pink,Original-Cheese,Baseball,Coin,Mustache,Not-Super-Clever,Bomb-bag,Beret
7078,225.85,272,Solid-Yellow,Original-Cheese,,Gun-red,Open-mouth,Tall,wingsPink,Chef
7079,203.1,356,Solid-Yellow,Blue-Cheese,Soda-can,Axe,Doinker-sad,Robin,Jetpack-Green,Horns
7080,123.16,839,Solid-Yellow,Strong-Cheese,Soda-can,,Smirk,Regular,Jetpack-Green,
7081,142.17,686,Solid-Yellow,Original-Cheese,Baseball,Coin,Doinker-happy,Regular,South-Africa,Joker
7082,84.32,1066,Solid-Blue,Original-Cheese,Soft-drink,Baseball-bat,Doinker-sad,Tall,,
7083,178.42,461,Solid-Blue,Strong-Cheese,Bow,Pitchfork,Closed-mouth,Round-glasses,Canada,
7084,221.94,283,Gradient4,Original-Cheese,Card-clubs,Nemo,Smirk,Shut-2,Sweden,Horns
7085,186.98,420,Solid-Blue,Strong-Cheese,Drink-orange,Gun-red,Doinker-happy,Crossed-2,New-Zealand,Cowboy
7086,202.9,358,Solid-Yellow,Original-Cheese,Card-clubs,,Open-mouth,Crying,Norway,Crown
7087,108.72,945,Solid-Yellow,Original-Cheese,Drink-orange,Balloons,Doinker-sad,Regular,Turkey,Joker
7088,279.81,157,Solid-Pink,Original-Cheese,Drink-red,Axe,Doinker,Looking-Down-Right,,Cowboy
7089,91.15,1041,Solid-Blue,Original-Cheese,Drink-orange,Rupee-Green,Closed-mouth,Shut-4,,Sombrero
7090,191.12,399,Solid-Pink,Strong-Cheese,Baseball,Pitchfork,Open-mouth,Robin,Italy,Side-cut
7091,191.63,396,Solid-Green,Blue-Cheese,,Rupee-Red,Doinker-happy,Not-Super-Clever,Norway,Agent-black
7092,112.32,921,Solid-Yellow,Original-Cheese,Shield-tower,Nemo,Open-mouth,Happy,,Halo-silver
7093,180.99,445,Solid-Green,Cheese-on-a-Stick,Heart,Spatula,Mustache,Not-Super-Clever,Malaysia,Straw-hat
7094,197.73,375,Solid-Green,Original-Cheese,Bow,Middle-finger,Doinker-sad,Happy,USA,Pink-punk
7095,157.46,585,Solid-Blue,Original-Cheese,Soda-can,Rupee-Red,Sad-mouth,Not-Super-Clever,Sweden,
7096,119.77,864,Solid-Blue,Original-Cheese,Heart,Axe,Closed-mouth,Shut-1,Turkey,Headband
7097,120.44,859,Solid-Blue,Original-Cheese,Card-diamonds,Magic-mushroom,Doinker,Happy,Turkey,Flower
7098,133,756,Solid-Pink,Original-Cheese,Heart,Sword-kid,Not-amused,Shut-3,,Agent-black
7099,104.75,970,Solid-Blue,Original-Cheese,,Axe,Closed-mouth,Sunglasses,wingsBlue,Messy-hair
7100,170.76,505,Solid-Pink,Strong-Cheese,Heart,Rupee-Green,Doinker,Shut-1,China,Cap
7101,131.72,768,Solid-Yellow,Original-Cheese,Baseball,Axe,Doinker-happy,Regular,Jetpack-Green,Flower
7102,191.02,400,Solid-Yellow,Original-Cheese,Soda-can,Pitchfork,Surgical-mask,Not-Super-Clever,Jetpack-Orange,Irish
7103,140.61,699,Solid-Blue,Original-Cheese,Drink-orange,Gun-red,Happy-open,Round-glasses,Turkey,Flower
7104,288.19,143,Solid-Blue,Pickled-Cheese,Shield-tower,Balloons,Closed-mouth,Sunglasses,Denmark,Sombrero
7105,83.41,1069,Solid-Pink,Original-Cheese,,Coin,Doinker,Regular,,Irish
7106,113.73,908,Solid-Blue,Original-Cheese,Baseball,,Doinker,Not-Super-Clever,wingsBlue,Agent-brown
7107,108.99,940,Solid-Green,Original-Cheese,Card-clubs,,Happy-open,Dilated,Bomb-bag,Cowboy
7108,155.92,594,Solid-Pink,Original-Cheese,Bow,Magic-mushroom,Closed-mouth,Not-Super-Clever,European-Union,
7109,140.38,700,Solid-Blue,Original-Cheese,SNES-controller,Axe,Happy-open,Shut-3,Jetpack-Blue,Sombrero
7110,378.57,54,Solid-Black,Strong-Cheese,Baseball,Baseball-bat,Mutt,Looking-Up-Left,Bomb-bag,
7111,133.66,752,Solid-Blue,Strong-Cheese,Card-clubs,Coin,Doinker-sad,Shut-2,Jetpack-Orange,Cowboy
7112,134.99,740,Solid-Blue,Original-Cheese,Baseball,,Happy-open,Shut-4,El-Salvador,Police-hat
7113,167.5,524,Solid-Pink,Original-Cheese,Soft-drink,Sword-kid,Happy-open,Robin,,Stovepipe
8001,125.75,814,Solid-Yellow,Original-Cheese,Baseball,Axe,Closed-mouth,Tall,New-Zealand,Cowboy
8002,120.15,862,Solid-Green,Original-Cheese,,Pitchfork,Happy-open,Shut-3,Germany,
8003,266.35,176,Solid-Pink,Original-Cheese,Shield-tower,Balloons,Smirk,Looking-Up-Left,rainbowRoad,Side-cut
8004,308.07,114,Solid-Blue,Blue-Cheese,Card-diamonds,,Happy-open,Neanderthal,Jetpack-Horizontal,Side-cut
8005,436.08,33,Solid-Pink,Original-Cheese,,,Smile,Shut-1,Meteor,Flower
8006,171.85,498,Solid-Blue,Original-Cheese,,,Pacifier-pink,Shut-1,China,Agent-black
8007,1225.24,5,Solid-Pink,Blue-Cheese,Keyboard,Spatula,Sad-mouth,Shut-1,,Stovepipe
8008,159.27,572,Solid-Yellow,Original-Cheese,Soda-can,Scythe,Doinker-happy,Not-Super-Clever,wingsPink,Pink-punk
8009,467.83,26,Solid-Green,Original-Cheese,,Balloons,Closed-mouth,BTC,Sweden,Joker
8010,136.6,733,Solid-Blue,Strong-Cheese,Soda-can,Coin,Closed-mouth,Not-Super-Clever,Bomb-bag,Pink-punk
8011,102.31,987,Solid-Blue,Original-Cheese,,Axe,Closed-mouth,Not-Super-Clever,Puerto-Rico,Joker
8012,114.85,900,Solid-Pink,Original-Cheese,Heart,Pitchfork,Doinker-sad,Regular,Jetpack-Blue,Horns
8013,116.15,886,Solid-Pink,Blue-Cheese,Baseball,Axe,Sad-mouth,Crying,,Joker
8014,160.48,564,Solid-Green,Original-Cheese,Shield-tower,Axe,Closed-mouth,Happy,Kid-bored,
8015,119.25,868,Solid-Green,Original-Cheese,Soda-can,Gun-red,Smile,Regular,New-Zealand,Halo-silver
8016,99.67,999,Solid-Green,Original-Cheese,Soft-drink,Rupee-Green,Doinker-happy,Crying,wingsPink,
8017,147.53,652,Solid-Green,Original-Cheese,Card-hearts,Rupee-Green,Doinker,Happy,Sweden,Side-cut
8018,112.69,918,Solid-Pink,Original-Cheese,Drink-orange,Gun-red,Doinker-happy,Regular,wingsBlue,Oriental-hat
8019,142.85,681,Solid-Pink,Original-Cheese,Card-diamonds,Balloons,Doinker-sad,Shut-1,USA,Headband
8020,419.45,39,Solid-Yellow,Original-Cheese,Shield-tower,Gun-red,Cigarette,Eye-patch,Bomb-bag,Viking
8021,296.3,127,Solid-Pink,Original-Cheese,Card-spades,Torch,Pacifier-pink,Round-glasses,,
8022,145.73,663,Solid-Green,Original-Cheese,Shield-tower,Spatula,Sad-mouth,Not-Super-Clever,Argentina,Headband
8023,205.76,343,Solid-Yellow,Strong-Cheese,Diploma,Scythe,Closed-mouth,Happy,,Irish
8024,136.87,730,Solid-Yellow,Blue-Cheese,,Spatula,Doinker,Great-thinker,,
8025,242.17,222,Solid-Yellow,Original-Cheese,Bow,Axe,Happy-open,Tall,Kid-bored,Agent-black
8026,153.49,613,Solid-Blue,Original-Cheese,Drink-blue,,Open-mouth,Looking-Down-Left,,Cowboy
8027,230.21,258,Solid-Green,Original-Cheese,Drink-orange,Gun-bubbles,Happy-open,Not-Super-Clever,Great-Britain,Halo-silver
8028,126.43,807,Solid-Yellow,Original-Cheese,Card-diamonds,,Doinker-happy,Not-Super-Clever,Brazil,Messy-hair
8029,220.27,293,Solid-Pink,Blue-Cheese,,Rupee-Blue,Closed-mouth,Not-Super-Clever,Bomb-bag-lit,
8030,101.01,990,Solid-Yellow,Strong-Cheese,Card-diamonds,Magic-mushroom,Doinker,Regular,wingsBlue,Joker
8031,284.31,151,Solid-Pink,Original-Cheese,Card-spades,Balloons,Sad-mouth,Regular,Jetpack-Blue,
8032,164.03,538,Solid-Yellow,Original-Cheese,Baseball,Spatula,Happy-open,Happy,Netherlands,Agent-black
8033,221.07,287,Gradient2,Blue-Cheese,Card-clubs,Baseball-bat,Doinker-sad,Looking-Up-Left,,
